year_date,year,team,city,player_name,postseason,games_played,minutes_played,points_per_game,def_points_per_game,point_difference,field_goal_made,field_goal_attempted,field_goal_percentage,def_field_goal_percentage,two_points_made,two_points_attempted,two_points_percentage,three_points_made,three_points_attempted,three_points_percentage,def_three_points_percentage,free_throws_made,free_throws_attempted,free_throws_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,offensive_rebounds_percentage,defensive_rebounds_percentage,total_rebounds_percentage,assists,steals,blocks,turnovers,def_turnovers,fouls
2016-02-01T08:00:00.000Z,2016,Hawks,Atlanta,Kent Bazemore,false,75,27.7,11.6,0,0,4.3,9.7,44.2,0,2.8,5.6,50.2,1.5,4.1,35.9,0,1.6,2,81.5,0.4,4.7,5,0,0,0,2.3,1.3,0.5,1.8,0,2.3
2016-02-01T08:00:00.000Z,2016,Wizards,Washington,Otto Porter,false,75,30.3,11.6,0,0,4.5,9.6,47.2,0,3.2,6,53.4,1.3,3.6,36.7,0,1.3,1.7,75.4,1.3,3.9,5.2,0,0,0,1.6,1.4,0.4,0.9,0,2.2
2016-02-01T08:00:00.000Z,2016,Nuggets,Denver,D.J. Augustin,false,28,23.5,11.6,0,0,3.6,8.2,44.5,0,2.1,4.3,47.9,1.6,3.9,40.7,0,2.8,3.4,81.9,0.1,1.8,1.9,0,0,0,4.7,0.9,0.1,1.9,0,1.6
2016-02-01T08:00:00.000Z,2016,Bucks,Milwaukee,Michael Carter-Williams,false,54,30.5,11.5,0,0,4.6,10.3,45.2,0,4.4,9.3,47.2,0.3,1,27.3,0,2,3,65.4,0.9,4.2,5.1,0,0,0,5.2,1.5,0.8,2.8,0,3
2016-02-01T08:00:00.000Z,2016,Pelicans,New Orleans,Jordan Hamilton,false,11,27.6,11.4,0,0,4.5,10.5,42.2,0,3.3,6.5,50.7,1.2,4.1,28.9,0,1.3,1.9,66.7,1.1,4.5,5.6,0,0,0,2.3,0.7,0.3,1.5,0,2.2
2016-02-01T08:00:00.000Z,2016,Pistons,Detroit,Ersan Ilyasova,false,52,27.6,11.3,0,0,4.2,9.8,42.5,0,2.7,5.6,47.1,1.5,4.1,36.3,0,1.5,2.1,72.5,1.9,3.5,5.4,0,0,0,1.1,0.7,0.5,1.1,0,2.3
2016-02-01T08:00:00.000Z,2016,Lakers,Los Angeles,Julius Randle,false,81,28.2,11.3,0,0,4.4,10.3,42.9,0,4.3,9.9,43.6,0.1,0.4,27.8,0,2.4,3.3,71.5,2.1,8.1,10.2,0,0,0,1.8,0.7,0.4,1.8,0,3
2016-02-01T08:00:00.000Z,2016,Nets,Brooklyn,Bojan Bogdanovic,false,79,26.8,11.2,0,0,4.1,9.5,43.3,0,2.5,5.2,47.3,1.6,4.3,38.3,0,1.4,1.7,83.3,0.5,2.8,3.2,0,0,0,1.3,0.4,0.1,1.5,0,1.5
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Nerlens Noel,false,67,29.3,11.1,0,0,4.6,8.8,52.1,0,4.6,8.7,52.1,0,0,50,0,2,3.4,59,2.3,5.8,8.1,0,0,0,1.8,1.8,1.5,2.4,0,2.9
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Isaiah Canaan,false,77,25.5,11,0,0,3.4,9.4,36,0,1.1,3.1,35.3,2.3,6.3,36.4,0,1.9,2.3,83.3,0.3,2,2.3,0,0,0,1.8,0.7,0.2,1.2,0,1.7
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,DeMarre Carroll,false,26,30.2,11,0,0,4,10.4,38.9,0,2.3,5.8,38.8,1.8,4.5,39,0,1.2,1.9,60,1.2,3.5,4.7,0,0,0,1,1.7,0.2,1.1,0,2.4
2016-02-01T08:00:00.000Z,2016,Hawks,Atlanta,Dennis Schroeder,false,80,20.3,11,0,0,4.1,9.8,42.1,0,3.2,6.8,46.4,1,3,32.2,0,1.8,2.3,79.1,0.3,2.3,2.6,0,0,0,4.4,0.9,0.1,2.3,0,1.7
2016-02-01T08:00:00.000Z,2016,Suns,Phoenix,T.J. Warren,false,47,22.8,11,0,0,4.7,9.4,50.1,0,4.1,7.9,52,0.6,1.5,40,0,1,1.4,70.3,1.2,1.9,3.1,0,0,0,0.9,0.8,0.3,0.7,0,2
2016-02-01T08:00:00.000Z,2016,Mavericks,Dallas,Jose Juan Barea,false,74,22.5,10.9,0,0,4.3,9.6,44.6,0,2.9,6.1,48.1,1.4,3.5,38.6,0,1,1.3,77.1,0.4,1.7,2.1,0,0,0,4.1,0.4,0,1.5,0,1.5
2016-02-01T08:00:00.000Z,2016,Magic,Orlando,Elfrid Payton,false,73,29.4,10.7,0,0,4.4,10,43.6,0,3.9,8.7,45.1,0.4,1.3,32.6,0,1.5,2.6,58.9,1.1,2.5,3.6,0,0,0,6.4,1.2,0.3,2.4,0,2.2
2016-02-01T08:00:00.000Z,2016,Pelicans,New Orleans,Norris Cole,false,45,26.6,10.6,0,0,4.4,10.8,40.4,0,3.6,8.5,42.7,0.7,2.3,32,0,1.2,1.4,80,0.2,3.1,3.4,0,0,0,3.7,0.8,0.1,1.7,0,2.3
2016-02-01T08:00:00.000Z,2016,Jazz,Salt Lake City,Trey Burke,false,64,21.3,10.6,0,0,4.1,9.9,41.3,0,2.7,5.9,46,1.4,4,34.4,0,1,1.3,81.7,0.3,1.5,1.8,0,0,0,2.3,0.5,0.1,1.3,0,1.3
2016-02-01T08:00:00.000Z,2016,Celtics,Boston,Evan Turner,false,81,28,10.5,0,0,4.2,9.3,45.6,0,4,8.3,48.2,0.2,1,24.1,0,1.8,2.2,82.7,0.6,4.3,4.9,0,0,0,4.4,1,0.3,2.1,0,1.7
2016-02-01T08:00:00.000Z,2016,Timberwolves,Minneapolis,Shabazz Muhammad,false,82,20.5,10.5,0,0,3.9,8.3,46.5,0,3.3,6.5,51.6,0.5,1.9,28.9,0,2.3,3,76.4,1.2,2,3.3,0,0,0,0.6,0.3,0.1,0.9,0,1.1
2016-02-01T08:00:00.000Z,2016,Bucks,Milwaukee,Jerryd Bayless,false,52,28.9,10.4,0,0,3.6,8.4,42.3,0,1.6,4,40.6,1.9,4.4,43.9,0,1.3,1.7,77.8,0.4,2.3,2.7,0,0,0,3.1,0.9,0.2,1.4,0,2.1
2016-02-01T08:00:00.000Z,2016,Celtics,Boston,Jared Sullinger,false,81,23.6,10.3,0,0,4.3,10,43.5,0,4,8.7,45.8,0.4,1.3,27.9,0,1.3,2,64,2.4,5.9,8.3,0,0,0,2.3,0.9,0.6,1.3,0,2.6
2016-02-01T08:00:00.000Z,2016,Knicks,New York,Robin Lopez,false,82,27,10.3,0,0,4.4,8.1,53.9,0,4.4,8.1,54,0,0,0,0,1.6,2,79.5,3.3,4.1,7.3,0,0,0,1.4,0.2,1.6,1.6,0,2.2
2016-02-01T08:00:00.000Z,2016,Pacers,Indianapolis,Myles Turner,false,60,22.8,10.3,0,0,4.4,8.8,49.8,0,4.4,8.6,50.5,0.1,0.2,23.1,0,1.5,2,72.7,1.1,4.4,5.5,0,0,0,0.7,0.4,1.4,1.1,0,2.6
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Allen Crabbe,false,81,26,10.3,0,0,3.9,8.4,46,0,2.5,4.9,50.8,1.4,3.5,39.4,0,1.2,1.4,86.7,0.3,2.3,2.7,0,0,0,1.2,0.8,0.2,0.8,0,2.4
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Al-Farouq Aminu,false,82,28.5,10.2,0,0,3.6,8.8,41.6,0,2.1,4.5,46.8,1.5,4.3,36.1,0,1.4,1.9,73.7,1.2,4.9,6.1,0,0,0,1.7,0.9,0.6,1.5,0,2.1
2016-02-01T08:00:00.000Z,2016,Kings,Sacramento,Marco Belinelli,false,68,24.6,10.2,0,0,3.6,9.3,38.6,0,2.3,5,45.6,1.3,4.4,30.6,0,1.7,2,83.3,0.1,1.6,1.7,0,0,0,1.9,0.5,0,1.2,0,1.3
2016-02-01T08:00:00.000Z,2016,Timberwolves,Minneapolis,Ricky Rubio,false,76,30.6,10.1,0,0,2.9,7.7,37.4,0,2.1,5.2,39.6,0.8,2.5,32.6,0,3.5,4.1,84.7,0.5,3.8,4.3,0,0,0,8.6,2.1,0.1,2.6,0,2.6
2016-02-01T08:00:00.000Z,2016,Timberwolves,Minneapolis,Gorgui Dieng,false,82,27.1,10.1,0,0,3.8,7,53.3,0,3.7,6.8,54.1,0.1,0.2,30,0,2.5,3,82.7,1.9,5.2,7.1,0,0,0,1.7,1.1,1.2,1.7,0,2.7
2016-02-01T08:00:00.000Z,2016,Celtics,Boston,Kelly Olynyk,false,69,20.2,10,0,0,3.7,8.1,45.5,0,2.4,5,48.6,1.2,3,40.5,0,1.4,1.9,75,1,3,4.1,0,0,0,1.5,0.8,0.5,1.1,0,2.4
2016-02-01T08:00:00.000Z,2016,Grizzlies,Memphis,Courtney Lee,false,51,29.2,10,0,0,3.8,8.2,45.8,0,2.8,5.5,50.2,1,2.7,37,0,1.5,1.8,82.6,0.4,1.9,2.3,0,0,0,1.5,1,0.3,1,0,1.5
2016-02-01T08:00:00.000Z,2016,Grizzlies,Memphis,Matt Barnes,false,76,28.8,10,0,0,3.5,9.1,38.1,0,1.9,4.3,44.9,1.6,4.9,32.2,0,1.5,1.8,80.4,1.1,4.4,5.5,0,0,0,2.1,1,0.8,1.6,0,3.1
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,Terrence Ross,false,73,23.9,9.9,0,0,3.7,8.6,43.1,0,1.9,3.9,48.3,1.8,4.6,38.8,0,0.7,0.8,79,0.3,2.2,2.5,0,0,0,0.8,0.7,0.3,0.6,0,1.6
2016-02-01T08:00:00.000Z,2016,Wizards,Washington,Ramon Sessions,false,82,20.3,9.9,0,0,3.4,7.2,47.3,0,3,5.9,50.7,0.4,1.4,32.4,0,2.6,3.5,75.6,0.3,2.2,2.5,0,0,0,2.9,0.6,0.1,1.4,0,1.2
2016-02-01T08:00:00.000Z,2016,Rockets,Houston,Patrick Beverley,false,71,28.7,9.9,0,0,3.6,8.4,43.4,0,1.9,4,47.2,1.7,4.4,40,0,0.8,1.2,68.2,1,2.5,3.5,0,0,0,3.4,1.3,0.4,1.3,0,3.3
2016-02-01T08:00:00.000Z,2016,Nuggets,Denver,Nikola Jokic,false,80,21.7,9.9,0,0,3.8,7.5,51.1,0,3.5,6.4,54,0.4,1.1,33.3,0,1.9,2.4,81.1,2.3,4.7,7,0,0,0,2.4,1,0.6,1.3,0,2.6
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Carl Landry,false,36,15.8,9.8,0,0,3.9,6.9,55.6,0,3.7,6.6,56.1,0.2,0.4,46.2,0,1.9,2.5,73.6,1.4,2.7,4.1,0,0,0,0.9,0.3,0.3,0.6,0,1.9
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Hollis Thompson,false,77,28,9.8,0,0,3.5,8.8,39.6,0,1.6,3.7,42,1.9,5.1,37.9,0,0.9,1.2,71.9,0.7,2.8,3.6,0,0,0,1.3,0.5,0.3,1,0,2.4
2016-02-01T08:00:00.000Z,2016,Wizards,Washington,Gary Neal,false,40,20.2,9.8,0,0,3.8,8.1,46.6,0,2.8,5.6,48.9,1,2.5,41.4,0,1.2,1.4,85.5,0.3,1.8,2.1,0,0,0,1.2,0.5,0,0.8,0,1.4
2016-02-01T08:00:00.000Z,2016,Thunder,Oklahoma City,Dion Waiters,false,78,27.6,9.8,0,0,3.6,9,40,0,2.5,5.9,42.2,1.1,3.1,35.7,0,1.4,2,71.3,0.5,2.1,2.6,0,0,0,2,1,0.2,1.5,0,1.8
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Jerami Grant,false,77,26.8,9.7,0,0,3.3,7.8,41.9,0,2.8,5.9,47.7,0.5,1.9,24,0,2.8,4.2,65.8,1.3,3.4,4.7,0,0,0,1.7,0.7,1.6,1.4,0,2.8
2016-02-01T08:00:00.000Z,2016,Spurs,San Antonio,Manu Ginobili,false,58,19.6,9.6,0,0,3.4,7.5,45.3,0,2.2,4.4,49.6,1.2,3.1,39.1,0,1.6,1.9,81.3,0.4,2.1,2.5,0,0,0,3.1,1.1,0.2,1.7,0,1.7
2016-02-01T08:00:00.000Z,2016,Mavericks,Dallas,Raymond Felton,false,80,27.4,9.5,0,0,3.5,8.5,40.6,0,2.7,5.9,46.3,0.8,2.7,28.2,0,1.9,2.2,84.7,0.5,2.8,3.2,0,0,0,3.6,0.9,0.2,1.5,0,1.8
2016-02-01T08:00:00.000Z,2016,Bulls,Chicago,Doug McDermott,false,81,23,9.4,0,0,3.6,8,45.2,0,2.2,4.8,47,1.4,3.2,42.5,0,0.9,1,85.7,0.5,2,2.4,0,0,0,0.7,0.2,0.1,0.6,0,1.6
2016-02-01T08:00:00.000Z,2016,Knicks,New York,Derrick Williams,false,80,18,9.3,0,0,3.2,7.1,45,0,2.6,5.2,50.6,0.6,1.9,29.3,0,2.4,3.2,75.8,0.6,3.1,3.7,0,0,0,0.9,0.4,0.1,0.8,0,0.9
2016-02-01T08:00:00.000Z,2016,Pacers,Indianapolis,Ian Mahinmi,false,71,25.6,9.3,0,0,3.7,6.3,58.9,0,3.7,6.3,58.9,0,0,0,0,1.9,3.2,58.7,1.9,5.2,7.1,0,0,0,1.5,0.9,1.1,1.4,0,3.1
2016-02-01T08:00:00.000Z,2016,Hawks,Atlanta,Kyle Korver,false,80,30.1,9.2,0,0,3.4,7.7,43.6,0,1.4,2.7,50.7,2,5,39.7,0,0.6,0.7,83.3,0.2,3.1,3.2,0,0,0,2.1,0.8,0.4,1.2,0,2
2016-02-01T08:00:00.000Z,2016,Magic,Orlando,Aaron Gordon,false,78,23.9,9.2,0,0,3.5,7.4,47.2,0,3,5.6,52.8,0.5,1.8,29.8,0,1.7,2.5,66.8,2,4.5,6.5,0,0,0,1.6,0.8,0.7,0.8,0,2
2016-02-01T08:00:00.000Z,2016,Wizards,Washington,Nene,false,57,19.2,9.2,0,0,3.7,6.7,54.4,0,3.7,6.7,54.9,0,0.1,0,0,1.9,3.2,57.8,0.9,3.6,4.5,0,0,0,1.7,0.9,0.5,1.3,0,2.7
2016-02-01T08:00:00.000Z,2016,Grizzlies,Memphis,Jordan Farmar,false,12,24.3,9.2,0,0,3.5,8.3,42,0,2.2,4.6,47.3,1.3,3.8,35.6,0,0.8,0.8,100,0.3,1.8,2.1,0,0,0,3.1,1.3,0.2,1.5,0,1.8
2016-02-01T08:00:00.000Z,2016,Celtics,Boston,Marcus Smart,false,61,27.3,9.1,0,0,3,8.7,34.8,0,2,4.7,42.7,1,4,25.3,0,2.1,2.7,77.7,1.2,2.9,4.2,0,0,0,3,1.5,0.3,1.3,0,3
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Mason Plumlee,false,82,25.4,9.1,0,0,3.3,6.3,51.6,0,3.3,6.3,52,0,0,0,0,2.6,4.1,64.2,2.5,5.2,7.7,0,0,0,2.8,0.8,1,1.9,0,3.1
2016-02-01T08:00:00.000Z,2016,Jazz,Salt Lake City,Rudy Gobert,false,61,31.7,9.1,0,0,3.2,5.8,55.9,0,3.2,5.8,55.9,0,0,0,0,2.6,4.6,56.9,3.4,7.5,11,0,0,0,1.5,0.7,2.1,1.9,0,2.7
2016-02-01T08:00:00.000Z,2016,Suns,Phoenix,Alex Len,false,78,23.3,9,0,0,3.4,8,42.4,0,3.4,7.9,42.7,0,0.1,14.3,0,2.2,3.1,72.8,2.3,5.3,7.6,0,0,0,1.2,0.5,0.8,1.9,0,2.9
2016-02-01T08:00:00.000Z,2016,Pacers,Indianapolis,Rodney Stuckey,false,58,22,8.9,0,0,3.2,7.7,41.2,0,2.8,6.2,45.2,0.3,1.4,24.1,0,2.3,2.7,82.9,0.3,2.4,2.7,0,0,0,2.4,0.7,0.1,1.3,0,1.3
2016-02-01T08:00:00.000Z,2016,Heat,Miami,Gerald Green,false,69,22.6,8.9,0,0,3.3,8.5,39.2,0,2.1,4.7,44.6,1.2,3.8,32.3,0,1,1.3,78.3,0.4,2,2.4,0,0,0,0.8,0.5,0.3,0.7,0,1.8
2016-02-01T08:00:00.000Z,2016,Clippers,Los Angeles,Austin Rivers,false,67,21.9,8.9,0,0,3.4,7.7,43.8,0,2.4,4.9,49.5,0.9,2.8,33.5,0,1.2,1.7,68.1,0.3,1.6,1.9,0,0,0,1.5,0.7,0.1,0.9,0,2
2016-02-01T08:00:00.000Z,2016,Suns,Phoenix,Archie Goodwin,false,57,19.5,8.9,0,0,3.1,7.4,41.7,0,2.7,5.7,47.4,0.4,1.7,23.2,0,2.3,3.4,67.4,0.5,2,2.5,0,0,0,2.1,0.5,0.2,1.8,0,1.5
2016-02-01T08:00:00.000Z,2016,Pacers,Indianapolis,Jordan Hill,false,73,20.7,8.8,0,0,3.8,7.5,50.7,0,3.8,7.5,50.8,0,0,0,0,1.2,1.7,71.2,2.1,4,6.2,0,0,0,1.2,0.5,0.5,1.3,0,2.1
2016-02-01T08:00:00.000Z,2016,Hornets,Charlotte,Jeremy Lamb,false,66,18.6,8.8,0,0,3.5,7.7,45.1,0,2.6,5,52.9,0.8,2.7,30.9,0,1,1.3,72.7,0.7,3.1,3.8,0,0,0,1.2,0.6,0.5,0.8,0,1.6
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,Luis Scola,false,76,21.5,8.7,0,0,3.5,7.9,45,0,2.7,5.8,46.7,0.9,2.1,40.4,0,0.8,1.1,72.6,1.1,3.6,4.7,0,0,0,0.9,0.6,0.4,0.9,0,2.3
2016-02-01T08:00:00.000Z,2016,Heat,Miami,Tyler Johnson,false,36,24,8.7,0,0,3.3,6.7,48.8,0,2.5,4.8,52.9,0.8,1.9,38.6,0,1.4,1.8,79.7,0.8,2.3,3.1,0,0,0,2.2,0.7,0.4,1.3,0,1.8
2016-02-01T08:00:00.000Z,2016,Rockets,Houston,Terrence Jones,false,50,20.9,8.7,0,0,3.3,7.3,45.2,0,2.8,5.8,49,0.5,1.6,31.6,0,1.5,2.3,66.4,1.2,3,4.2,0,0,0,0.8,0.5,0.8,1,0,1.7
2016-02-01T08:00:00.000Z,2016,Pelicans,New Orleans,Toney Douglas,false,61,20.7,8.7,0,0,3,7.3,41.3,0,1.7,4,42.4,1.3,3.3,39.9,0,1.4,1.6,84.8,0.4,1.9,2.3,0,0,0,2.5,1.1,0.1,1,0,2.1
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Gerald Henderson,false,72,19.9,8.7,0,0,3.2,7.3,43.9,0,2.6,5.4,46.9,0.7,1.9,35,0,1.6,2,76.7,0.4,2.5,2.9,0,0,0,1,0.5,0.3,0.9,0,1.2
2016-02-01T08:00:00.000Z,2016,Hornets,Charlotte,Cody Zeller,false,73,24.3,8.7,0,0,3.2,6,52.9,0,3.2,5.8,53.9,0,0.1,10,0,2.4,3.2,75.4,1.9,4.4,6.2,0,0,0,1,0.8,0.9,0.9,0,2.8
2016-02-01T08:00:00.000Z,2016,Bulls,Chicago,Taj Gibson,false,73,26.5,8.6,0,0,3.6,6.9,52.5,0,3.6,6.8,52.8,0,0,0,0,1.4,2,69.2,2.8,4.1,6.9,0,0,0,1.5,0.6,1,1.1,0,2.5
2016-02-01T08:00:00.000Z,2016,Mavericks,Dallas,Zaza Pachulia,false,76,26.4,8.6,0,0,2.9,6.2,46.6,0,2.9,6.1,46.9,0,0,0,0,2.8,3.6,76.8,3.3,6.2,9.4,0,0,0,1.7,0.8,0.3,1.6,0,2.4
2016-02-01T08:00:00.000Z,2016,Spurs,San Antonio,Tim Duncan,false,61,25.2,8.6,0,0,3.5,7.2,48.6,0,3.5,7.2,48.9,0,0,0,0,1.5,2.1,70.2,1.9,5.4,7.3,0,0,0,2.7,0.8,1.3,1.5,0,2
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Nik Stauskas,false,73,24.8,8.5,0,0,2.9,7.5,38.5,0,1.4,3,47.3,1.5,4.5,32.6,0,1.2,1.6,77.1,0.3,2.2,2.5,0,0,0,1.9,0.6,0.3,1.3,0,1.6
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,Cory Joseph,false,80,25.6,8.5,0,0,3.2,7.3,43.9,0,2.8,5.9,47.8,0.4,1.4,27.3,0,1.7,2.2,76.4,0.5,2.2,2.6,0,0,0,3.1,0.8,0.3,1.3,0,1.6
2016-02-01T08:00:00.000Z,2016,Spurs,San Antonio,Patrick Mills,false,81,20.5,8.5,0,0,3.2,7.6,42.5,0,1.7,3.6,46.9,1.5,4,38.4,0,0.6,0.7,81,0.3,1.6,2,0,0,0,2.8,0.7,0.1,0.9,0,1.3
2016-02-01T08:00:00.000Z,2016,Suns,Phoenix,Jon Leuer,false,67,18.7,8.5,0,0,3.3,7,48.1,0,2.7,5.3,51.1,0.6,1.6,38.2,0,1.1,1.5,76.2,1.1,4.4,5.6,0,0,0,1.1,0.6,0.4,1.1,0,1.9
2016-02-01T08:00:00.000Z,2016,76ers,Philadelphia,Tony Wroten,false,8,18,8.4,0,0,2.8,8.1,33.8,0,2.4,6,39.6,0.4,2.1,17.6,0,2.5,4.6,54.1,0.3,2.4,2.6,0,0,0,2.5,0.4,0,3.6,0,1.4
2016-02-01T08:00:00.000Z,2016,Grizzlies,Memphis,Tony Allen,false,64,25.3,8.4,0,0,3.4,7.3,45.8,0,3.1,6.7,46.8,0.2,0.7,35.7,0,1.4,2.2,65.2,1.6,3,4.6,0,0,0,1.1,1.7,0.3,1.2,0,2.7
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Meyers Leonard,false,61,21.8,8.3,0,0,3.2,7.1,44.7,0,1.8,3.4,52.4,1.4,3.7,37.7,0,0.6,0.8,76.1,0.8,4.3,5.1,0,0,0,1.5,0.1,0.3,1.3,0,3
2016-02-01T08:00:00.000Z,2016,Knicks,New York,Lance Thomas,false,59,22.4,8.2,0,0,2.9,6.5,44.2,0,2.1,4.6,45.8,0.7,1.8,40.4,0,1.7,2,85.7,0.6,1.6,2.2,0,0,0,0.9,0.4,0.1,1,0,1.8
2016-02-01T08:00:00.000Z,2016,Cavaliers,Cleveland,Maurice Williams,false,41,18.2,8.2,0,0,3.2,7.4,43.7,0,2.3,4.9,48,0.9,2.5,35.3,0,0.9,1,90.5,0.1,1.6,1.8,0,0,0,2.4,0.3,0.1,1.4,0,1.5
2016-02-01T08:00:00.000Z,2016,Nuggets,Denver,Jusuf Nurkic,false,32,17.1,8.2,0,0,3.2,7.6,41.7,0,3.2,7.5,42.3,0,0.1,0,0,1.9,3.1,61.6,2,3.4,5.4,0,0,0,1.3,0.8,1.4,1.7,0,2.8
2016-02-01T08:00:00.000Z,2016,Warriors,Oakland,Stephen Curry,false,79,34.2,30.1,0,0,10.2,20.2,50.4,0,5.1,9,56.8,5.1,11.2,45.3,0,4.6,5.1,90.8,0.9,4.6,5.4,0,0,0,6.7,2.1,0.2,3.3,0,2
2016-02-01T08:00:00.000Z,2016,Rockets,Houston,James Harden,false,82,38.1,29,0,0,8.7,19.7,43.9,0,5.8,11.7,49.3,2.9,8,36,0,8.8,10.2,86,0.8,5.4,6.1,0,0,0,7.5,1.7,0.6,4.6,0,2.8
2016-02-01T08:00:00.000Z,2016,Thunder,Oklahoma City,Kevin Durant,false,72,35.8,28.2,0,0,9.7,19.2,50.5,0,7.1,12.5,56.8,2.6,6.7,38.8,0,6.2,6.9,89.8,0.6,7.6,8.2,0,0,0,5,0.9,1.2,3.5,0,1.9
2016-02-01T08:00:00.000Z,2016,Kings,Sacramento,DeMarcus Cousins,false,65,34.6,26.9,0,0,9.2,20.5,45.1,0,8.2,17.3,47.3,1.1,3.2,33.3,0,7.3,10.2,71.8,2.4,9,11.5,0,0,0,3.3,1.6,1.4,3.8,0,3.6
2016-02-01T08:00:00.000Z,2016,Cavaliers,Cleveland,LeBron James,false,76,35.6,25.3,0,0,9.7,18.6,52,0,8.6,14.9,57.3,1.1,3.7,30.9,0,4.7,6.5,73.1,1.5,6,7.4,0,0,0,6.7,1.4,0.6,3.3,0,1.9
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,Damian Lillard,false,75,35.7,25,0,0,8.2,19.7,41.9,0,5.2,11.5,45,3.1,8.1,37.5,0,5.5,6.2,89.2,0.6,3.4,4,0,0,0,6.8,0.9,0.4,3.2,0,2.2
2016-02-01T08:00:00.000Z,2016,Pelicans,New Orleans,Anthony Davis,false,61,35.5,24.3,0,0,9.2,18.6,49.3,0,8.6,16.9,51,0.6,1.8,32.4,0,5.3,7,75.8,2.1,8.1,10.3,0,0,0,1.9,1.3,2,2,0,2.4
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,Demar DeRozan,false,78,35.9,23.5,0,0,7.9,17.7,44.6,0,7.3,15.9,45.8,0.6,1.8,33.8,0,7.1,8.4,85,0.8,3.7,4.5,0,0,0,4,1.1,0.3,2.2,0,2.1
2016-02-01T08:00:00.000Z,2016,Thunder,Oklahoma City,Russell Westbrook,false,80,34.4,23.5,0,0,8.2,18,45.5,0,6.9,13.8,50.4,1.3,4.3,29.7,0,5.8,7.2,81.2,1.8,6,7.8,0,0,0,10.5,2,0.3,4.3,0,2.5
2016-02-01T08:00:00.000Z,2016,Pacers,Indianapolis,Paul George,false,81,34.8,23.1,0,0,7.5,17.9,41.8,0,4.9,10.9,44.7,2.6,7,37.2,0,5.6,6.5,86,1,6,7,0,0,0,4.1,1.9,0.4,3.3,0,2.8
2016-02-01T08:00:00.000Z,2016,Celtics,Boston,Isaiah Thomas,false,82,32.2,22.2,0,0,7.2,16.9,42.8,0,5.2,11.2,46.2,2,5.7,35.9,0,5.8,6.6,87.1,0.6,2.4,3,0,0,0,6.2,1.1,0.1,2.7,0,2
2016-02-01T08:00:00.000Z,2016,Warriors,Oakland,Klay Thompson,false,80,33.3,22.1,0,0,8.1,17.3,47,0,4.7,9.2,50.9,3.5,8.1,42.5,0,2.4,2.8,87.3,0.4,3.4,3.8,0,0,0,2.1,0.8,0.6,1.7,0,1.9
2016-02-01T08:00:00.000Z,2016,Knicks,New York,Carmelo Anthony,false,72,35.1,21.8,0,0,7.9,18.2,43.4,0,6.4,13.8,46.3,1.5,4.3,33.9,0,4.6,5.6,82.9,1.4,6.4,7.7,0,0,0,4.2,0.9,0.5,2.4,0,2.5
2016-02-01T08:00:00.000Z,2016,Clippers,Los Angeles,Blake Griffin,false,35,33.4,21.4,0,0,8.6,17.3,49.8,0,8.4,16.7,50.3,0.2,0.5,33.3,0,4,5.5,72.7,1.5,6.9,8.4,0,0,0,4.9,0.8,0.5,2.4,0,2.7
2016-02-01T08:00:00.000Z,2016,Raptors,Toronto,Kyle Lowry,false,77,37,21.2,0,0,6.6,15.6,42.7,0,3.9,8.5,46,2.8,7.1,38.8,0,5.2,6.4,81.1,0.7,4,4.7,0,0,0,6.4,2.1,0.4,2.9,0,2.7
2016-02-01T08:00:00.000Z,2016,Spurs,San Antonio,Kawhi Leonard,false,72,33.1,21.2,0,0,7.7,15.2,50.6,0,5.9,11.1,52.9,1.8,4,44.3,0,4.1,4.6,87.4,1.3,5.5,6.9,0,0,0,2.6,1.8,1,1.5,0,1.8
2016-02-01T08:00:00.000Z,2016,Bulls,Chicago,Jimmy Butler,false,67,36.9,20.9,0,0,7,15.4,45.5,0,6.1,12.3,49.1,1,3.1,31.1,0,5.9,7.1,83.2,1.2,4.2,5.4,0,0,0,4.8,1.6,0.6,2,0,1.9
2016-02-01T08:00:00.000Z,2016,Trailblazers,Portland,C.J. McCollum,false,80,34.8,20.9,0,0,8,17.9,44.8,0,5.6,12,46.3,2.5,5.9,41.6,0,2.4,2.9,82.9,0.6,2.7,3.2,0,0,0,4.3,1.2,0.3,2.5,0,2.3
